,NodeType,Env_obj,Env_obj_main,Target,Env_obj_number,Objective,Target.species,PU,link
600,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Lower.Murray.11,0
601,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Lower.Murray.12,0
602,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Lower.Murray.13,0
603,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Menindee.Lakes.14,0
604,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Menindee.Lakes.15,0
605,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Lower.Darling.River...Darling.Anabranch.16,0
606,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Lower.Darling.River...Darling.Anabranch.17,0
607,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Lower.Darling.River...Darling.Anabranch.18,0
608,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Lower.Darling.River...Darling.Anabranch.19,0
609,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..20,1
610,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..21,1
611,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..22,1
612,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..23,0
613,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..24,1
614,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..25,1
615,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..26,1
616,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..27,0
617,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..28,1
618,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..29,1
619,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..30,1
620,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..31,0
621,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Mid.Murray.and.Edward.Wakool.32,0
622,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Mid.Murray.and.Edward.Wakool.33,0
623,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Mid.Murray.and.Edward.Wakool.34,0
624,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Mid.Murray.and.Edward.Wakool.35,0
625,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Lower.Murray.Darling.37,0
868,Environmental objective,NF7,NF,Native fish,7,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),flathead galaxias,Mid.Murray.1,0
627,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Mid.Murray.2,0
628,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Mid.Murray.3,0
226,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Mid.Murray.4,1
630,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Edward.Wakool.5,0
631,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Edward.Wakool.6,1
632,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Edward.Wakool.7,1
633,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Lower.Murray.8,0
634,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Lower.Murray.9,1
635,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Lower.Murray.10,1
636,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Lower.Murray.11,1
637,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Lower.Murray.12,1
638,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Lower.Murray.13,0
639,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Menindee.Lakes.14,0
640,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Menindee.Lakes.15,0
641,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,freshwater catfish (eel-tailed catfish),Lower.Darling.River...Darling.Anabranch.16,1
